duration_ms,function_name,path,request_id,timestamp,memory_limit_mb,estimated_cost_usd,cost_microdollars
1.56,cvdev,,9226d559-76b8-4150-99f3-ff1020e89d42,2025-08-14 14:54:52.323000,122.0703125,2.0309944772720337e-07,0.20309944772720337
17.44,cvdev,,0fcfb39d-9f75-4932-8226-1485ebf12a3b,2025-08-14 16:07:04.290000,122.0703125,2.3465023612976075e-07,0.23465023612976074
1.74,cvdev,,33c87d3a-d17e-4101-9944-b1c43864902b,2025-08-14 16:07:04.392000,122.0703125,2.0345707631111145e-07,0.20345707631111146
1.85,cvdev,,bfe92284-1e9f-4130-9e90-f11bcda8fef0,2025-08-14 17:31:10.988000,122.0703125,2.0367562711238862e-07,0.20367562711238862
1.57,cvdev,,9889505d-8834-44a3-be6b-c53f655a9617,2025-08-14 17:31:11.132000,122.0703125,2.0311931598186493e-07,0.20311931598186495
1.74,cvdev,,103370b6-c7bd-42b5-b525-bfeb1e33c488,2025-08-14 19:38:20.924000,122.0703125,2.0345707631111145e-07,0.20345707631111146
1.54,cvdev,,f0a9dcc9-f558-4078-9dec-78150814a859,2025-08-14 19:38:21.073000,122.0703125,2.0305971121788025e-07,0.20305971121788025
1.61,cvdev,,9d4130c8-f99c-4cf8-95bf-4456fee6f326,2025-08-14 23:43:36.449000,122.0703125,2.0319878900051118e-07,0.20319878900051117
3.37,cvdev,,57d43076-df1a-4139-969f-6c7c1e77ea76,2025-08-15 00:23:11.127000,122.0703125,2.0669560182094573e-07,0.20669560182094573
1.52,cvdev,,312a7d49-fa04-4c9a-84b7-fcc74683ef81,2025-08-15 00:23:11.260000,122.0703125,2.0301997470855713e-07,0.20301997470855712
1.93,cvdev,,147de285-9142-4d9b-bc75-e85b1e35f08b,2025-08-15 04:59:06.304000,122.0703125,2.0383457314968108e-07,0.2038345731496811
1.71,cvdev,,53bd3f93-4345-433f-aeaa-15b1c492bed7,2025-08-15 04:59:06.439000,122.0703125,2.0339747154712676e-07,0.20339747154712676
5.18,cvdev,,b1fc9268-730d-45fe-86c4-ab246a1bbb86,2025-08-15 06:33:59.672000,122.0703125,2.1029175591468812e-07,0.21029175591468813
1.45,cvdev,,b53cb564-3659-45ee-9cd1-c1aaadc93c69,2025-08-15 06:33:59.823000,122.0703125,2.028808969259262e-07,0.2028808969259262
19.11,cvdev,,8e5fd39a-76c4-4a04-becb-0d6fe61175ec,2025-08-15 10:03:11.520000,122.0703125,2.3796823465824127e-07,0.23796823465824127
1.56,cvdev,,0f7e97c4-1551-477c-8b4f-b91aacbae0ca,2025-08-15 10:03:11.614000,122.0703125,2.0309944772720337e-07,0.20309944772720337
1.75,cvdev,,3a98c5f9-0c69-4ffc-939e-1676873c2ae1,2025-08-15 10:03:20.047000,122.0703125,2.03476944565773e-07,0.203476944565773
3.24,cvdev,,9a13c705-29ec-47e9-8271-64015aa3e309,2025-08-15 11:02:47.120000,122.0703125,2.0643731451034546e-07,0.20643731451034547
6.92,cvdev,,8e69cd31-ea63-4953-aee8-80b56d882e0a,2025-08-15 11:02:47.257000,122.0703125,2.1374883222579957e-07,0.21374883222579957
15.41,cvdev,,1985d7bf-1fdf-457c-8b82-69507230c041,2025-08-15 13:06:58.077000,122.0703125,2.3061698043346404e-07,0.23061698043346404
1.68,cvdev,,e88e8f6d-7275-4c15-ba21-0ebcabf12f6d,2025-08-15 13:06:58.208000,122.0703125,2.0333786678314208e-07,0.20333786678314208
2.4,cvdev,,a13bea98-24de-40da-8b46-af49c7f39232,2025-08-15 14:54:39.644000,122.0703125,2.047683811187744e-07,0.2047683811187744
1.88,cvdev,,ffc59bd7-926d-4994-bdd1-d0b5c118c071,2025-08-15 14:54:39.757000,122.0703125,2.037352318763733e-07,0.2037352318763733
2.15,cvdev,,eb12adcf-baeb-496f-adf8-67717e840e27,2025-08-15 15:29:33.544000,122.0703125,2.042716747522354e-07,0.2042716747522354
2.02,cvdev,,6738e07f-3acf-435b-90b3-55e5dde7a403,2025-08-15 17:12:32.665000,122.0703125,2.0401338744163513e-07,0.20401338744163514
1.67,cvdev,,82b24349-0fca-4400-a003-38810a3b762a,2025-08-15 17:12:32.783000,122.0703125,2.0331799852848052e-07,0.2033179985284805
1.76,cvdev,,2728c29c-0b83-4974-b4de-49f2282e1ac7,2025-08-15 17:46:08.868000,122.0703125,2.0349681282043457e-07,0.20349681282043458
14.17,cvdev,,6fb7c623-3ef6-4a17-a400-40eb0c76e329,2025-08-15 18:58:47.794000,122.0703125,2.281533168554306e-07,0.22815331685543058
1.73,cvdev,,d1dd67ca-43b7-4dd9-af56-fa94bbc5a693,2025-08-15 18:58:47.901000,122.0703125,2.0343720805644989e-07,0.20343720805644988
1.67,cvdev,,6c7b0b41-83e1-497e-acfb-4d71f04889b2,2025-08-15 21:40:22.900000,122.0703125,2.0331799852848052e-07,0.2033179985284805
1.52,cvdev,,4d788181-fa51-46c0-9af3-fc7bb0dca2a8,2025-08-15 21:40:23.038000,122.0703125,2.0301997470855713e-07,0.20301997470855712
6.17,cvdev,,68e804ea-b898-42f4-8550-41f9ee3dd935,2025-08-15 22:49:18.325000,122.0703125,2.1225871312618256e-07,0.21225871312618255
1.52,cvdev,,9a2d379a-d42f-4769-ba9e-d8c0d3938e71,2025-08-15 22:49:18.459000,122.0703125,2.0301997470855713e-07,0.20301997470855712
1.96,cvdev,,f1aa1b51-9285-40c1-af20-bf70382884c8,2025-08-16 00:19:12.378000,122.0703125,2.0389417791366577e-07,0.20389417791366576
1.47,cvdev,,8f5497c7-94af-48ab-8b36-f15d37cfb7e3,2025-08-16 00:19:12.514000,122.0703125,2.0292063343524932e-07,0.20292063343524933
1.87,cvdev,,601b9394-5620-4227-bf83-03c28768de1a,2025-08-16 02:21:47.199000,122.0703125,2.0371536362171174e-07,0.20371536362171175
6.45,cvdev,,3a59499a-f0a4-473b-baed-df2c4f2e1ff6,2025-08-16 04:06:52.341000,122.0703125,2.1281502425670625e-07,0.21281502425670626
2.7,cvdev,,455e8f27-3eda-45e6-9f4d-c2a1d4d96327,2025-08-16 04:06:52.481000,122.0703125,2.053644287586212e-07,0.2053644287586212
2.18,cvdev,,baa681c2-3752-48ee-a884-37de557195d2,2025-08-16 06:44:05.316000,122.0703125,2.0433127951622009e-07,0.2043312795162201
1.93,cvdev,,9be69da8-4934-4b04-a7dd-845f010e13e2,2025-08-16 10:46:10.070000,122.0703125,2.0383457314968108e-07,0.2038345731496811
1.78,cvdev,,e3093a06-9b22-4f3d-8277-d8670805964d,2025-08-16 10:46:10.261000,122.0703125,2.035365493297577e-07,0.2035365493297577
1.6,cvdev,,8753d4c5-6798-4a18-a248-900264c1e63e,2025-08-16 10:46:13.624000,122.0703125,2.0317892074584962e-07,0.20317892074584962
15.93,cvdev,,d26bba56-1bca-4216-ac28-b7a652fb4bca,2025-08-16 10:50:36.062000,122.0703125,2.3165012967586517e-07,0.23165012967586518
5.12,cvdev,,7136ac08-d1c4-4455-ab2e-d49e5a4e83fb,2025-08-16 10:50:36.182000,122.0703125,2.1017254638671875e-07,0.21017254638671876
10.29,cvdev,,ede9b9a5-3653-4131-a693-97f3feef370f,2025-08-16 11:53:13.053000,122.0703125,2.204444340467453e-07,0.22044443404674532
1.84,cvdev,,23f47c24-a800-4552-a4e3-98ac36471fa1,2025-08-16 12:15:31.408000,122.0703125,2.0365575885772706e-07,0.20365575885772705
1.53,cvdev,,1185eb7a-f814-4b83-a37a-ed67decc753e,2025-08-16 12:15:31.519000,122.0703125,2.030398429632187e-07,0.2030398429632187
2.01,cvdev,,9add50df-23ab-4bb2-888f-e83a740f9579,2025-08-16 12:37:37.392000,122.0703125,2.0399351918697357e-07,0.20399351918697356
8.15,cvdev,,ff178b50-5acb-4fa0-b0c8-65535487bc48,2025-08-16 14:08:18.112000,122.0703125,2.1619262754917143e-07,0.21619262754917143
1.52,cvdev,,6b641286-86ef-469f-95b8-4a13585a9a27,2025-08-16 14:08:18.215000,122.0703125,2.0301997470855713e-07,0.20301997470855712
6.42,cvdev,,291702df-ca8f-4603-9ed1-f709d6ce6d55,2025-08-16 15:59:55.408000,122.0703125,2.1275541949272157e-07,0.21275541949272156
1.72,cvdev,,75ed93c5-f366-41b6-9a60-4d8f0d81589c,2025-08-16 15:59:55.547000,122.0703125,2.0341733980178832e-07,0.20341733980178833
8.52,cvdev,,c655fe26-da75-4820-a07e-d0250c111f38,2025-08-16 16:44:41.348000,122.0703125,2.1692775297164917e-07,0.21692775297164918
1.88,cvdev,,ca137f31-1633-4bfd-8753-87393577955d,2025-08-16 17:26:16.510000,122.0703125,2.037352318763733e-07,0.2037352318763733
1.64,cvdev,,7dd1261c-2947-4d60-ac1c-f901d9381c09,2025-08-16 17:26:16.648000,122.0703125,2.0325839376449586e-07,0.20325839376449586
15.63,cvdev,,178a2290-d533-46e5-98d3-7adcf35679c4,2025-08-16 19:00:39.534000,122.0703125,2.3105408203601836e-07,0.23105408203601835
1.71,cvdev,,99ec2527-53d3-4261-a349-ef83c7d8ef1c,2025-08-16 19:00:39.642000,122.0703125,2.0339747154712676e-07,0.20339747154712676
1.92,cvdev,,ec9f5000-e8b2-4dd9-a8d0-5a5a03c4a9db,2025-08-16 20:32:47.219000,122.0703125,2.0381470489501952e-07,0.20381470489501952
1.57,cvdev,,f4eab8f9-342b-49ec-9e31-c14d9fa3657d,2025-08-16 20:32:47.329000,122.0703125,2.0311931598186493e-07,0.20311931598186495
1.64,cvdev,,1ed2e003-f6f2-420d-a40b-f6bb3a9e15c6,2025-08-16 21:04:19.864000,122.0703125,2.0325839376449586e-07,0.20325839376449586
9.36,cvdev,,052b9dda-1c2b-4a70-8032-8d4ee26e1ed9,2025-08-16 22:13:45.071000,122.0703125,2.185966863632202e-07,0.21859668636322022
1.52,cvdev,,08f1f708-e28f-404a-8561-b9cc552e15b2,2025-08-16 22:13:45.179000,122.0703125,2.0301997470855713e-07,0.20301997470855712
3.88,cvdev,,38c55bf7-c265-4501-9558-c505e3bcc936,2025-08-16 22:52:22.912000,122.0703125,2.077088828086853e-07,0.2077088828086853
17.35,cvdev,,a35614cc-d460-485b-8b8e-9c3e64bedaa9,2025-08-16 23:31:02.358000,122.0703125,2.344714218378067e-07,0.2344714218378067
1.52,cvdev,,8d431337-fde1-49fd-8932-0be8570d5032,2025-08-16 23:31:02.483000,122.0703125,2.0301997470855713e-07,0.20301997470855712
1.98,cvdev,,a4b985f6-dfe8-4244-9358-0925228a6592,2025-08-16 23:59:16.575000,122.0703125,2.039339144229889e-07,0.2039339144229889
17.8,cvdev,,7dda4c79-9ff4-41a0-ba88-c4700c4193fb,2025-08-17 00:28:35.942000,122.0703125,2.353654932975769e-07,0.2353654932975769
2.07,cvdev,,40a459b9-34a9-40c7-a404-435f5c6d68d0,2025-08-17 00:56:39.899000,122.0703125,2.0411272871494294e-07,0.20411272871494293
1.59,cvdev,,e5ff3318-32d1-409f-b257-e16d2cd6e0e1,2025-08-17 00:56:40.012000,122.0703125,2.0315905249118806e-07,0.20315905249118807
1.7,cvdev,,62f72284-ab45-4e65-b8a5-f0d3d36cf402,2025-08-17 01:36:27.593000,122.0703125,2.033776032924652e-07,0.2033776032924652
13.64,cvdev,,f03b9f11-745a-48ca-99f4-606d6426be99,2025-08-17 03:19:44.634000,122.0703125,2.2710029935836793e-07,0.22710029935836792
1.82,cvdev,,b27a007d-1b09-4f63-b080-2c6103b6d862,2025-08-17 03:19:44.735000,122.0703125,2.0361602234840394e-07,0.20361602234840392
13.93,cvdev,,8723afeb-08ab-4bfd-b890-f9ac35ebb6a8,2025-08-17 03:27:49.895000,122.0703125,2.2767647874355315e-07,0.22767647874355315
2.12,cvdev,,d9ff3bf7-bc1f-4d0c-84f2-44618bfc4bff,2025-08-17 05:12:35.492000,122.0703125,2.0421206998825074e-07,0.20421206998825076
1.48,cvdev,,00efa4c6-906f-4d10-82cb-6d2ffc342325,2025-08-17 05:12:35.690000,122.0703125,2.0294050168991088e-07,0.20294050168991087
2.13,cvdev,,ca73209b-fea8-4bb5-966c-81ad6af03bfe,2025-08-17 05:52:27.426000,122.0703125,2.0423193824291228e-07,0.20423193824291228
16.88,cvdev,,adeefdaf-7468-4975-9039-5d9ce25d9185,2025-08-17 06:44:27.889000,122.0703125,2.3353761386871337e-07,0.23353761386871338
1.41,cvdev,,cd139c62-6e28-4931-9e0a-aef98caa88b9,2025-08-17 06:44:28.006000,122.0703125,2.0280142390727996e-07,0.20280142390727995
5.23,cvdev,,bf7f38b1-dc85-4e2f-a254-26a4a9dd4184,2025-08-17 07:26:51.729000,122.0703125,2.1039109718799592e-07,0.21039109718799592
11.72,cvdev,,dcc295ae-cc82-4cf3-b7cf-ded4172dab95,2025-08-17 11:00:32.217000,122.0703125,2.232855944633484e-07,0.2232855944633484
1.77,cvdev,,5617aed2-9939-4b02-b87b-5885a76d08ba,2025-08-17 11:00:32.356000,122.0703125,2.0351668107509613e-07,0.20351668107509613
1.73,cvdev,,a6e2b5f2-42da-4d94-89a6-45b7099b555b,2025-08-17 17:16:39.068000,122.0703125,2.0343720805644989e-07,0.20343720805644988
2.1,cvdev,,d599420c-67a4-47fd-92a0-1c53b5464425,2025-08-17 17:16:39.188000,122.0703125,2.0417233347892762e-07,0.20417233347892763
1.93,cvdev,,419d96a8-6a8e-4ede-9844-09e3572c4661,2025-08-17 20:02:32.476000,122.0703125,2.0383457314968108e-07,0.2038345731496811
1.71,cvdev,,cf644867-be02-4cf7-bffe-78a999ae5d5f,2025-08-17 20:02:32.627000,122.0703125,2.0339747154712676e-07,0.20339747154712676
1.85,cvdev,,f17e7c0e-a4f5-4e8d-918a-a9e0be098f14,2025-08-17 23:52:50.326000,122.0703125,2.0367562711238862e-07,0.20367562711238862
1.8,cvdev,,1982a4a2-558e-4782-b409-ccb799b62f70,2025-08-18 00:02:50.454000,122.0703125,2.0357628583908081e-07,0.2035762858390808
16.87,cvdev,,7893310b-3b75-4eee-ba06-4c8e61b2d114,2025-08-18 01:37:44.392000,122.0703125,2.335177456140518e-07,0.2335177456140518
1.72,cvdev,,c1289903-00a5-419c-8765-d9bb6bc47427,2025-08-18 01:37:44.507000,122.0703125,2.0341733980178832e-07,0.20341733980178833
2.03,cvdev,,ff6af787-57c8-4e64-9855-d9b90b5c270a,2025-08-18 02:19:35.821000,122.0703125,2.040332556962967e-07,0.20403325569629668
2.12,cvdev,,0751eea0-8766-438f-b103-232e547c45c4,2025-08-18 03:15:26.871000,122.0703125,2.0421206998825074e-07,0.20421206998825076
1.76,cvdev,,1bfb0597-7f1f-4138-bc9c-120331b1ae3b,2025-08-18 03:15:27.005000,122.0703125,2.0349681282043457e-07,0.20349681282043458
14.17,cvdev,,c6f4bb71-73d1-4467-99da-9a4a95d6be5b,2025-08-18 04:35:07.608000,122.0703125,2.281533168554306e-07,0.22815331685543058
1.61,cvdev,,7bebdeb1-2d56-4d24-88c3-12d93a63aacc,2025-08-18 04:35:07.702000,122.0703125,2.0319878900051118e-07,0.20319878900051117
1.88,cvdev,,121ec758-af3b-42c5-8fc1-144c1e77e06c,2025-08-18 05:43:30.603000,122.0703125,2.037352318763733e-07,0.2037352318763733
1.65,cvdev,,50504b01-01f8-46ec-aa4e-616c8b17e6b4,2025-08-18 05:43:30.723000,122.0703125,2.032782620191574e-07,0.20327826201915739
2.02,cvdev,,ff02c84e-9659-4a44-9ca5-39e26245a12d,2025-08-18 08:06:31.921000,122.0703125,2.0401338744163513e-07,0.20401338744163514
1.59,cvdev,,76d5ebd0-718d-4589-9584-84c6255a3189,2025-08-18 08:06:32.062000,122.0703125,2.0315905249118806e-07,0.20315905249118807
3.87,cvdev,,40f2ff2c-327b-42b5-a326-ddc3030b3a88,2025-08-18 14:57:13.896000,122.0703125,2.0768901455402374e-07,0.20768901455402375
1.62,cvdev,,d74e8d13-59b5-4087-b8a1-70658c43fb90,2025-08-18 14:57:14.008000,122.0703125,2.0321865725517274e-07,0.20321865725517274
1.83,cvdev,,1e69680a-e7c5-4802-898d-e592ef7ae14c,2025-08-18 18:09:15.065000,122.0703125,2.036358906030655e-07,0.2036358906030655
1.68,cvdev,,3319e63a-ae97-4683-ade8-0728b2fb1cf3,2025-08-19 07:57:53.681000,122.0703125,2.0333786678314208e-07,0.20333786678314208
17.51,cvdev,,73d220ab-66c9-4668-b9a1-8ca791b47eb5,2025-08-19 08:26:55.334000,122.0703125,2.3478931391239167e-07,0.23478931391239166
1.84,cvdev,,11fba854-f165-4b77-9bff-690339411ff9,2025-08-19 08:26:55.448000,122.0703125,2.0365575885772706e-07,0.20365575885772705
7.1,cvdev,,533ae07e-a01c-41e8-b0c1-fb70d855adbd,2025-08-19 10:20:36.730000,122.0703125,2.1410646080970765e-07,0.21410646080970763
1.66,cvdev,,6dc7fe58-4437-4190-af60-2262b28437e0,2025-08-19 10:20:36.861000,122.0703125,2.0329813027381896e-07,0.20329813027381896
18.37,cvdev,,7a09b064-c575-41f7-8801-0cefacfc39b0,2025-08-19 12:19:32.917000,122.0703125,2.3649798381328583e-07,0.23649798381328582
1.99,cvdev,,8ea5ad57-b223-41bd-b3b2-9a9fb08a4a0f,2025-08-19 16:49:28.179000,122.0703125,2.0395378267765045e-07,0.20395378267765044
10.1,cvdev,,b61b859d-019f-4e88-845a-3a1172edaaa9,2025-08-19 16:54:42.806000,122.0703125,2.2006693720817565e-07,0.22006693720817566
2.38,cvdev,,2fd38e9f-c09b-4b84-ba89-967c6badcca8,2025-08-19 16:54:42.906000,122.0703125,2.0472864460945128e-07,0.20472864460945128
16.46,cvdev,,2ad6d6ce-ba00-4e74-a0f1-89dfb268c7d2,2025-08-19 16:54:44.946000,122.0703125,2.3270314717292786e-07,0.23270314717292787
2.02,cvdev,,9ecebc4e-de1d-44e2-936d-82df004cc79a,2025-08-20 07:15:08.444000,122.0703125,2.0401338744163513e-07,0.20401338744163514
1.69,cvdev,,05914b28-0fc4-4911-a83d-0a38d1ee7e16,2025-08-20 16:08:43.217000,122.0703125,2.0335773503780364e-07,0.20335773503780363
1.97,cvdev,,a066162e-6890-4cbd-ad53-0042b1a2d0d9,2025-08-20 18:33:15.608000,122.0703125,2.0391404616832733e-07,0.20391404616832734
1.67,cvdev,,bb3e7c76-e228-4e70-a5d7-6a9bad6faf2a,2025-08-20 18:33:15.723000,122.0703125,2.0331799852848052e-07,0.2033179985284805
1.58,cvdev,,ea539712-5107-4234-ac7f-5066a06096b7,2025-08-20 18:33:17.671000,122.0703125,2.031391842365265e-07,0.2031391842365265
1.78,cvdev,,b95ff9f4-7a27-4515-b7d5-f71816e7fe16,2025-08-20 19:28:59.196000,122.0703125,2.035365493297577e-07,0.2035365493297577
1.92,cvdev,,0c778230-57d8-404f-be7c-895b7bd644cc,2025-08-20 19:28:59.578000,122.0703125,2.0381470489501952e-07,0.20381470489501952
2.0,cvdev,,7ac7e959-e6f4-4765-9bf9-befe9812e5d0,2025-08-20 23:36:21.463000,122.0703125,2.03973650932312e-07,0.203973650932312
1.5,cvdev,,6ed5b42a-18df-4d75-8177-93e38dbef4e3,2025-08-20 23:36:22.406000,122.0703125,2.02980238199234e-07,0.202980238199234
1.46,cvdev,,9a16a3af-ec3e-41ab-acfd-41a5fd8374bc,2025-08-20 23:36:23.204000,122.0703125,2.0290076518058776e-07,0.20290076518058775
1.88,cvdev,,e6b01bd7-428b-4025-a8c1-0186993a4ca7,2025-08-21 01:48:32.812000,122.0703125,2.037352318763733e-07,0.2037352318763733
1.94,cvdev,,c734d963-c2e7-430d-a3c2-925a58340367,2025-08-21 20:22:19.788000,122.0703125,2.0385444140434264e-07,0.20385444140434264
2.1,cvdev,,3f8b823a-6313-4114-8620-10491a15144f,2025-08-22 14:55:18.280000,122.0703125,2.0417233347892762e-07,0.20417233347892763
1.84,cvdev,,13a0d8be-b535-4ead-acd9-61544af41998,2025-08-23 09:34:44.471000,122.0703125,2.0365575885772706e-07,0.20365575885772705
8.91,cvdev,,1704bfd1-1295-4cd0-a818-d9d58e9ad7fe,2025-08-23 14:25:33.720000,122.0703125,2.1770261490345e-07,0.21770261490345
2.45,cvdev,,43ed7749-0a10-4703-a8a4-625d28984cf0,2025-08-24 04:11:32.419000,122.0703125,2.048677223920822e-07,0.2048677223920822
5.82,cvdev,,cea91b46-58e3-4fb0-bf10-3872f687c3cc,2025-08-24 22:40:31.599000,122.0703125,2.1156332421302795e-07,0.21156332421302795
1.83,cvdev,,4d635a7a-bef3-4ee8-b3db-ba330b0ee94c,2025-08-25 17:10:54.344000,122.0703125,2.036358906030655e-07,0.2036358906030655
2.03,cvdev,,31ac3806-29ce-4e1f-b1b0-579495603180,2025-08-26 11:40:24.503000,122.0703125,2.040332556962967e-07,0.20403325569629668
2.25,cvdev,,0b2261d1-a5d1-4f79-ac49-5640d4369fcd,2025-08-27 06:17:19.502000,122.0703125,2.0447035729885101e-07,0.20447035729885102
2.12,cvdev,,db982af4-a4b5-46a2-8016-167cd644e86e,2025-08-27 17:45:10.112000,122.0703125,2.0421206998825074e-07,0.20421206998825076
1.66,cvdev,,8b2dbede-1579-4fea-a283-49746562c4f2,2025-08-27 17:45:19.749000,122.0703125,2.0329813027381896e-07,0.20329813027381896
1.62,cvdev,,49911c6e-d731-4de9-9d2c-1d006f31e55e,2025-08-27 18:54:08.576000,122.0703125,2.0321865725517274e-07,0.20321865725517274
5.11,cvdev,,5c6d4e1a-f0f5-4539-ad9f-5517357db3e1,2025-08-28 00:50:18.460000,122.0703125,2.101526781320572e-07,0.21015267813205718
1.9,cvdev,,afa35598-378e-4a1b-ad48-04be13b4d5f1,2025-08-28 16:57:53.639000,122.0703125,2.037749683856964e-07,0.2037749683856964
12.96,cvdev,,4641a5cc-7add-4b14-8e00-f697651ec177,2025-08-28 17:47:44.082000,122.0703125,2.2574925804138185e-07,0.22574925804138185
2.09,cvdev,,bb553ec2-1a2e-47a6-a3ed-11df01bbd11e,2025-08-28 18:53:20.629000,122.0703125,2.0415246522426606e-07,0.20415246522426606
2.03,cvdev,,c5d3de58-80ec-4fcf-858f-e5cf24d99941,2025-08-28 19:15:27.889000,122.0703125,2.040332556962967e-07,0.20403325569629668
2.09,cvdev,,4c7e902f-f8ff-4224-b1d3-a1afab5aec04,2025-08-28 19:24:22.136000,122.0703125,2.0415246522426606e-07,0.20415246522426606
1.82,cvdev,,8c72bcb3-af76-4045-b834-bbbd65c51b13,2025-08-29 14:01:57.959000,122.0703125,2.0361602234840394e-07,0.20361602234840392
1.78,cvdev,,4f87c666-16c8-40d6-8e4d-33e2d4f9ff75,2025-08-29 16:20:06.745000,122.0703125,2.035365493297577e-07,0.2035365493297577
1.6,cvdev,,ab6c8be9-28cb-4f82-ba6e-10c5b20434b6,2025-08-29 16:20:06.842000,122.0703125,2.0317892074584962e-07,0.20317892074584962
1.43,cvdev,,ae6fdc58-a642-45e6-88d4-a31bf8cb5137,2025-08-29 16:20:09.032000,122.0703125,2.0284116041660308e-07,0.20284116041660308
1.88,cvdev,,ea7ef944-248f-45b5-b7a1-2fbe38cfe705,2025-08-29 16:26:35.809000,122.0703125,2.037352318763733e-07,0.2037352318763733
2.08,cvdev,,3ac0a273-80c7-478c-96cb-96d71d775c8f,2025-08-30 08:43:22.112000,122.0703125,2.041325969696045e-07,0.2041325969696045
2.28,cvdev,,5df3a8fb-906a-4286-9c5c-0966f413ad46,2025-08-31 03:22:25.955000,122.0703125,2.045299620628357e-07,0.2045299620628357
1.91,cvdev,,843878b7-c1cf-40a2-8a09-5d0a4daa6a8c,2025-08-31 22:04:56.648000,122.0703125,2.0379483664035796e-07,0.20379483664035797
11.54,cvdev,,7140949d-203f-4e96-adbf-3b25a0f0fbec,2025-09-01 07:30:54.749000,122.0703125,2.229279658794403e-07,0.2229279658794403
1.64,cvdev,,00fad00d-cfa0-4948-869f-3ac8fbb15df8,2025-09-01 07:30:56.408000,122.0703125,2.0325839376449586e-07,0.20325839376449586
18.87,cvdev,,4469dec4-fe20-4160-96b4-65fa4fed99be,2025-09-01 14:45:04.775000,122.0703125,2.3749139654636383e-07,0.23749139654636384
2.05,cvdev,,eba44c5c-471b-4f5f-8d24-76cf43f79588,2025-09-01 16:50:04.130000,122.0703125,2.0407299220561982e-07,0.2040729922056198
1.77,cvdev,,fce1c199-07d6-44e4-bf29-04e53deaaea9,2025-09-01 20:00:44.561000,122.0703125,2.0351668107509613e-07,0.20351668107509613
1.55,cvdev,,e10e2984-3a19-444a-a9ed-accbac25ff2e,2025-09-01 20:00:47.826000,122.0703125,2.030795794725418e-07,0.20307957947254182
2.37,cvdev,,579ec96c-0a2b-493d-b8e8-a0b3ad07909c,2025-09-02 11:36:00.099000,122.0703125,2.0470877635478972e-07,0.20470877635478973
12.38,cvdev,,c88de684-0a06-4179-8dd4-5c3c622284c8,2025-09-02 14:26:39.448000,122.0703125,2.2459689927101135e-07,0.22459689927101137
1.79,cvdev,,7ba259e1-2718-4e02-96fd-cda39217bb0a,2025-09-02 19:53:06.408000,122.0703125,2.0355641758441925e-07,0.20355641758441925
2.0,cvdev,,fc9c310d-8a47-46f0-bd99-c9275cde0887,2025-09-03 06:29:23.493000,122.0703125,2.03973650932312e-07,0.203973650932312
2.28,cvdev,,35f24a5f-10e0-4c34-bf3b-d7ed25974a4a,2025-09-03 12:08:22.225000,122.0703125,2.045299620628357e-07,0.2045299620628357
